clip_id,video_id,video_title,clip_url,transcription,timestamp,chunk_number,phrase_found
UL4B_BEux3I_clip_547_553,UL4B_BEux3I,Czy książka może zmienić myślenie?,https://www.youtube.com/watch?v=UL4B_BEux3I&t=547s,"daje psu.  No dobra.  Okej, kochani,  Patryk Kiełczykowski miał wczoraj i dla niego  happy birthday to you.  Niech tak i będzie.  A zapytałem się, ponieważ dzisiaj  soboty były bardzo często z książką,  więc zapytałem się,  czy masz taką książkę,  która zmieniła  twoje myślenie,  a nawet życie.  Słuchajcie, okazuje się, że 15%  ankietowanych nie ma takiej książki.  Ale może ma,  tylko trzeba pomyśleć, 14%,  czyli około 30% nie ma.  20, nie,  34% ma taką książkę,  a wiele takich ma  38%.  Gdybym ja miał na to pytanie odpowiedzieć,  to pewnie bym powiedział,  że mam takie 2-3 książki naprawdę,  które konkretnie zmieniły moje życie  i to były te, które się pojawiły,  dawno temu, czyli na przykład  Frank Bedger, jak przetrwać od niej sukces w biznesie,  czy Stephen Covey i 7 nawyków  skutecznego działania,  czy Myśl i Bogać się Napoleona Heela.  Ja myślę, że bym mógł  sporo takich książek wymienić,  które w jakimś stopniu  bardzo mocno na mnie wpłynęły,  czy to Kawiarnia na końcu świata,  czy Robin Sharma.  Moim zdaniem, znaczy moim zdaniem,  moim odczuciu jednak mam tych książek  takich całkiem, całkiem  sporo.  Wiele książek takich ma 37%,  czyli podobnie jak ja.  A Wojtek pisze, obudź się,  masz taką książkę?  O, wzruszyłem się w ogóle.  Tak naprawdę to  cieszę się,  kiedy czuję  i słyszę dobre słowo.  Już robię to ponad  2000 dni z rzędu  i kiedy spływają do mnie  takie informacje, że to coś  zmieniło,  to co robię, dało komuś  coś, to...",547.56,4, happy birthday to you.
GFiTotNAuGo_clip_504_510,GFiTotNAuGo,Bycie reaktywnym jest bardzo wygodne,https://www.youtube.com/watch?v=GFiTotNAuGo&t=504s,"Na czacie, może uda mi się to zobaczyć, ciekawe, czy Maja wstała na dzisiejszy webinar, na dzisiejszy klub, przepraszam, webinar to mieliśmy wczoraj i ktoś napisał nawet, że chyba wczorajszy webinar o zdrowiu nie wyszedł mi na zdrowie.  Zobaczymy, myślę, że jest generalnie nieźle, ale niewyspany jestem.  Ale to minie, to też minie.  Żeby było jasne, nie użalam się nad sobą, nie narzekam i właśnie, przecież jeszcze ważna sprawa.  Glusia Włostowska-Guzdaj, Julia Ławnik, Aneta Walkowicz, Wiki Miłosz, Michał Prowda, Krzysztof Markowski, Jarosław Karski, to są te osoby, które dotarły do mnie informacje,  o których dotarły.  Dotarły do mnie informacje, czy sam znalazłem gdzieś w internecie, a których znam i nie wiem, czy na przykład Michał ogląda, czy Krzysztof, czy Jarek, ale lubię chłopaków, więc postanowiłem, że im publicznie dzisiaj również złożę życzenia i zaśpiewam dla nich.  Nie wiem, czy mi to tym razem wyjdzie, bo...  Dobra, nie wracajmy już do tego.  Happy birthday to you.  Bywało lepiej.  Było gorzej.  I dobra.  To mamy za sobą urodziny i jeszcze, ponieważ w zapowiedzi napisałem, że wygodniej i prościej, bycie reaktywnym jest bardzo wygodne.  Osoby reaktywne, generalnie to reaktywność przejawia się najczęściej w tym, że nie podejmujemy żadnych działań, decyzji, ale za to narzekamy.",504.92,3, Happy birthday to you.
ogu26ebsFh4_clip_523_529,ogu26ebsFh4,Wszystko zaczyna się od decyzji,https://www.youtube.com/watch?v=ogu26ebsFh4&t=523s,"ani, widzę, że Alina  napisała, że koszula chyba nowa.  Nie, ona już ma  swoje lata, przynajmniej  z 3 albo 4,  ale generalnie ona się, wiesz,  tych koszul mam  może z 90.  Na pewno  tyle mam, więc one się  niezbyt często  powtarzają.  Paweł Rekowski pyta,  czy i kiedy podjętą decyzję powinniśmy  poddawać ocenie i zweryfikować,  czy była słuszna, czy nie.  Czy i kiedy?  Może wrócę do tego, Paweł.  Bo gdzieś chciałbym na samym początku  opowiedzieć o pewnej  mojej filozofii  na temat podejmowania decyzji,  ale wróćmy może w tej chwili  do naszych solenizantów.  Urodziny dzisiaj  obchodzi Jarek, kolega Małgosi.  Nie wiem, jak się Jarek nazywa,  bo Małgosia mi nie napisał.  Emilia Kramarska obchodzi  takie bardzo fajne urodziny  i Aldona, i Łukasz  Roszyk.  No i wspomniany wcześniej solenizant.  O nich wiem, że  obchodzą urodziny dzisiaj,  ale dla wszystkich tych, o których  nie wiem, też najlepsze  życzenia. I, jak zawsze,  życzę pięknego,  długiego,  mądrego,  bogatego, zdrowego,  szczęśliwego,  spełnionego,  dojrzałego,  życia.  Tego życzę.  Każdemu, kto  słucha klubu, też tego życzę.  Ale wyjątkowo dzisiaj, dla wszystkich  solenizantów.  Z całego serca.  Happy birthday to you.  To takie już się przyjęło,  utarło,  że taki zwyczaj się zrobił.  Mógłbyś zrobić jedną koszulę  na konkretny dzień nawyku?  Pa, pa.",523.22,3, Happy birthday to you.
_biApUtCvo4_clip_492_498,_biApUtCvo4,Jesteś osobą proaktywną?,https://www.youtube.com/watch?v=_biApUtCvo4&t=492s,"to ona się tak nazywa jak ty pewnie, skoro jest twoją synową, nie?  Tak sobie myślę. Dobra.  I uwaga, mam jeszcze całkiem sporo solenizantów, którzy mieli urodziny wczoraj,  mianowicie Dominika Jurczak miała wczoraj, Michał Młocek, Eliza Wtulich, Aldona Polniak  i te osoby poinformowały mnie, że mają urodziny, ale wczoraj robiła Aldona, robiła klub,  więc nie mogłem zaśpiewać dla nich, ale oprócz tych osób, które wymieniłem,  to jeszcze pada teraz w Bergen, jesteś z Bergen, ale numer niesamowity,  pozdrawiam to miejsce, gdzie pada, może przyciągnijmy trochę tego deszczu,  ale cudowni ludzie mają jeszcze dzisiaj urodziny, na przykład Waldemar Bukowski ma dzisiaj urodziny,  ale oprócz tego jeszcze Małgosia Krzyształowicz, Dagna Skrzypek, Marta Płocka,  Marta Podleśna, Marta Podleśna, ciekawe czy Martusia dzisiaj ogląda,  Majlusia, 55 lat i Elżbieta Augustyniak też ma dzisiaj chyba też 55 urodzin, dzisiaj.  Zatem moi drodzy, dla wszystkich dzisiejszych solenizantów,  Happy Birthday to you, no, a może słucha nas jakiś szpieg z krainy deszczowców,  Adam powiadasz, karamba, pamiętacie taki, no chyba nieliczni już pamiętają,  tę bajkę, którą się tak oglądało i ta bajka trwała króciutko, bo chyba z 10 minut,  ale człowiek czekał na to, żeby to zobaczyć.  No dobra, zaczynamy nie tylko kolejny dzień, nie tylko kolejny tydzień,  ale oczywiście przypominamy kolejny nawyk i zadałem pytanie na początku w zapowiedzi,  czy jesteś osobą proaktywną. Taki jest tytuł dzisiejszego spotkania,  ale też zadałem takie pytanie w ankiecie. Czy żyjesz w strefie komfortu?",492.7,3," Happy Birthday to you, no, a może słucha nas jakiś szpieg z krainy deszczowców,"
7Z3yYvV0FaA_clip_475_481,7Z3yYvV0FaA,To takie proste,https://www.youtube.com/watch?v=7Z3yYvV0FaA&t=475s,"I po prostu się dobrze będzie działo.  Ja wierzę w to głęboko.  No i dobra.  Jeszcze tylko oczywiście rutyna, bo tak.  Dzwoneczek otrzymałem i teraz muszę to dopowiedzieć.  Ale dobra, zróbmy rutynowo.  Dzwoneczek. Mamy. Mamy wodę.  Napijesz się ze mną?  No i oczywiście ważna rzecz.  Bardzo ważna dla wielu, którzy mają dzisiaj swój dzień.  Mianowicie Anna Bobot-Tacoli, Michał Sowa, Elżbieta Włodek i Wojtek Bernacki.  Wojtek chyba jedzie nawet w samochodzie teraz.  Co? Czy Michał Sowa jedzie?  Bo teraz nie pamiętam.  Wiem, że spisywałem to z maili.  I dla nich wszystkich.  I dla tych oczywiście wszystkich, którzy mają dzisiaj urodziny.  Najlepsze, z głębokiego serca płynące życzenia.  Długiego, pięknego, mądrego, bogatego, szczęśliwego, spełnionego, dojrzałego życia.  Happy Birthday.  Happy Birthday to you.  O, Marta, wróciłaś.  Jesteś.  No i apeluję od razu, żeby dać kciuki jak najwięcej.  No co, dawajcie kciuki na tym YouTubie.  No i dobrze.  No, myślę, Adam, że dzisiaj będzie bardzo ładnie.  Jesteś we Wrocławiu.  O, proszę.  No to mega, mega sprawa.  Dobra, czyli mieliśmy urodziny, mieliśmy dzwoneczek, o którym zaraz jeszcze opowiem,  bo otrzymałem go w prezencie od...  Niezwykłej osoby.  Nie wiem, czy mnie Ania słucha, ale...  Dlatego między innymi, że byliśmy gośćmi wczoraj u Ani,  to ten dzień wczorajszy po prostu zapamiętam na zawsze.  Będzie dla mnie wartym dniem skatalogowania.  Ale o tym opowiem już za chwilę.  Póki co zerknijmy jeszcze do pytania w ankiecie,  które dosyć jednoznacznie wychodzi, bo zapytałem.  To będzie wspaniały dzień dzisiaj?  Zapytałem w ankiecie i 82% pisze tak.  Wierzę w to głęboko.  No, dla mnie na pewno.  Dziękuję.",475.34,3, Happy Birthday.
L5L9SBWL4vc_clip_417_423,L5L9SBWL4vc,Zbuduj szacunek dla siebie,https://www.youtube.com/watch?v=L5L9SBWL4vc&t=417s,"91 dni z rzem codziennie, a zobaczysz, co się stanie.  To jak? Napijesz się ze mną herbaty?  Uff, w większości przypadków jednak nie urywa.  Mam nadzieję, że wszystko będzie dobrze  i że normalnie dzisiaj klucz.  Lub się odbędzie.  Zacznijmy dzisiaj dzwoneczkiem.  Tym z Düsseldorfu.  I herbatą.  Kupku z Tajpej, z Tajwanu.  Dobre.  Chyba za dużo herbaty dałem.  Jest taka delikatnie  kwaskowata herbata,  ale ma prawo, bo to jest  hibiskus z miętą.  Dzwonka nie lubisz?  No cóż, co mam Ci powiedzieć?  To Ci mam, Agnieszko, powiedzieć.  Nie lubisz dzwonka?  To teraz. No co mam zrobić,  jak nie lubisz dzwonka?  No muszę  z rozpaczy coś zrobić.  Ale dobrze.  Uśmiechnij się teraz.  Są rzeczy, na które wpływu nie mamy  i też trzeba z tym jakoś żyć.  Dobrze.  Był dzwonek, była herbata.  Jeżeli chcesz, żebym  śpiewał Ci Happy Birthday  albo komukolwiek z Twoich bliskich,",417.52,2, śpiewał Ci Happy Birthday
p1OFo8PaY0M_clip_535_541,p1OFo8PaY0M,Jeszcze raz o szacunku dla siebie,https://www.youtube.com/watch?v=p1OFo8PaY0M&t=535s,"nie potrafię żyć. Dobra, zacznijmy jednak po kolei.  Otóż, moi drodzy, Michał Czok napisał,  że to już nawyk, skoro  bez prysznica nie może żyć. Ja też nie mogę  żyć już bez zimnego prysznica. Już po prostu nie wyobrażam  sobie, żeby wejść pod prysznic i później nie skończyć tego  strumieniem. No może o lodowatej wodzie to trudno  mówić w tej chwili, bo latem to jednak  ta woda nie jest taka całkiem zimna, ale jest różnica  temperatur, więc to i tak jest dobre.  Dobra, urodziny. Alicja  Ryckowska-Struś miała urodziny przedwczoraj,  ale trzeba złożyć życzenia, jeżeli  o tym wiem. Łukasz Kacyk.  Dobrze spisałem nazwisko? Mam nadzieję.  Boże, drogi Łukasz, gdybym przekręcił,  to byłoby dla mnie po prostu, przepraszam,  Kadyk. Miało być Kadyk. Tak właśnie myślałem.  Łukasz, przepraszam cię, źle sobie wpisałem.  Łukasz Kadyk, Sławek Zbruk,  Dorota Cioczek ma dzisiaj urodziny.  Ciekawe, czy jest z nami dzisiaj. Edyta Wrzesińska.  Mam nadzieję, że jest. Bartek Gradecki.  Wczoraj go chyba widziałem. I Georg Zalewski.  Mają dzisiaj urodziny. Łukasz, jeszcze raz  cię przepraszam za przekręcenie nazwiska.  Łukasz Kadyk. To po prostu gdzieś tam mi palec  mi przeskoczył. Te literki są obok siebie na klawiaturze  i tak się zadziało.  Nie było to celowe.  Poprawiłem. Jest okej. Poprawiłem. Przepraszam.  Bartek Gradecki dzisiaj jest. On ma dzisiaj urodziny.  No i dla nich oczywiście najlepsze życzenia długiego,  pięknego, mądrego, spełnionego, bogatego, szczęśliwego,  życzliwego,  pięknego życia.  I dla wszystkich tych, którzy mają dzisiaj urodziny.  Nawet tych, o których nie wiem. I tych, których tu nie ma.  Happy Birthday to you.  I najlepsze życzenia.",535.66,3, Happy Birthday to you.
strZXvao-eQ_clip_497_503,strZXvao-eQ,Jak budować szacunek do siebie,https://www.youtube.com/watch?v=strZXvao-eQ&t=497s,"i na pewno zrobię to, o co mnie prosisz, wrócę do tego.  Natomiast teraz po prostu jestem, jak to mówią, zarobiony,  bo wróciłem z dalekiej wyprawy i nagle się okazuje,  że tu trzeba odwiedzić wnuki, mamę.  Po prostu trzeba ponadrabiać te wszystkie rzeczy po miesiącu nieobecności.  A zatem, dobra, dzwoneczek mam ciągle jeszcze ten z Dusseldorfu.  Póki co jest dyżurny.  Ale zaczynajmy już.  Już. Zaczynajmy ten dzień naprawdę z uśmiechem.  Dobrze.  Widzę, że zerwało gdzieś tam na YouTubie, ale ja jestem z Katowic,  z mojego, no właściwie tak, studio moje jest tutaj obok,  jestem tutaj z dużego pokoju, ale już komputer do mnie dotarł.  Wczoraj wieczorem, ten nowy, taki wypasiony, tylko teraz trzeba go skonfigurować,  ustawić, nie wiem, jak długo to u mnie potrwa.  Jeżeli się za to zabiorę z pasją, to może dzisiaj jeszcze to zrobię.  Ale...  Zobaczymy, czy coś mi nie zakłóci mojego dnia.  Magda Opań, Aldona Podolska i Michał Klimkiewicz mają dzisiaj urodziny.  I zapewne mnóstwo innych osób zapewne mają urodziny dzisiaj.  I dla nich wszystkich, i dla tych, o których powiedziałem.  Happy birthday to you.  Z głębokiego serca płynące życzenia dla wszystkich solenizantów dzisiaj.  A Patryk pisze, ja mam tyle kubków, że sadzę w nich filodendrony, jak w doniczkach,  bo się już nie mieszczą na regale.  Trzeba zrobić taki duży regał.  Nie wiem, może sobie tam zrobić taki regał i tam będą wszystkie te kubki stały z różnych zakątków świata.  Tylko co z nimi potem będzie, nie wiem.  Nie wiem.  Nie wiem.  Lepsze tło dużego pokoju niż tak zwane komputerowe tło.  Zgadzam się, Łukasz, z tobą, że jest to bardziej jednak naturalne.  Ponieważ dzisiaj mówimy o tym...",497.42,3, Happy birthday to you.
3k0KONgX5iQ_clip_522_528,3k0KONgX5iQ,Znaczenie poczucia własnej wartości,https://www.youtube.com/watch?v=3k0KONgX5iQ&t=522s,"I jeszcze raz, moi drodzy, no dobra Marta, Marta Kas, Marta Kas jest z nami na żywo.  A ponieważ mnie poprosiła o to, żeby o niej wspomnieć i każdy może to zobaczyć na czacie, na YouTubie Marta.  Oczywiście, że bardzo się cieszę, naprawdę bardzo, bardzo się cieszę, że jesteś z nami.  Cieszę się. A, że jeszcze bierzesz aktywny udział.  Zygmunt pisze, że wierzysz, że nie zasługujesz na szacunek, a ja myślę, że zasługujesz.  Ja bym generalnie był za tym, żeby jednak wierzyć w to, o czym dzisiaj mówimy.  Ale pozwól, że przejdziemy do tego powoli, bo teraz jeszcze chciałbym bardzo serdecznie pozdrowić Julę Siedlecką,  która podobno jest dzisiaj pierwszy raz.  A pierwsze razy są bardzo ważne w życiu.  Ja na przykład pierwszy raz właśnie na Tajwanie przeżyłem trzęsienie ziemi podczas mojej ostatniej wędrówki, wyprawy po Azji dalekowschodniej.  A zatem, moi drodzy, tak to jest, dobrze.  Dziękuję Ci, Justyna, za komplementy, komplement.  A teraz ostatnio Oliwka Bąk miała urodziny 30 sierpnia, ale ponieważ gdzieś nam to umknęło, więc teraz o tym mówię.  Mąż Agnieszki G. ma urodziny, tylko ja nie wiem, jak się nazywa, więc może umówmy się tak, że jak chcecie, żebym komuś zaśpiewał Happy Birthday,  to piszcie mi to na maila kontaktmałpa.klub555.pl i wtedy, bo tak, jeżeli pisze Agnieszka, pisze, że jej mąż ma urodziny, to ja mam wrażenie,  że myślicie czasami, że ja potrafię czytać w myślach, a jeszcze tej, bardzo pracuję nad tym.",522.48,3," Mąż Agnieszki G. ma urodziny, tylko ja nie wiem, jak się nazywa, więc może umówmy się tak, że jak chcecie, żebym komuś zaśpiewał Happy Birthday,"
5r5SOqb0py8_clip_521_527,5r5SOqb0py8,Kim jesteś w swoich oczach?,https://www.youtube.com/watch?v=5r5SOqb0py8&t=521s,"Wspaniali ludzie. Największą ciekawostką jest to, że zarówno w Bad Marienberg, jak i w Düsseldorfie było po 55 osób.  Przypadek? Nie sądzę. Takie ma mniejsze grupy. We Frankfurcie było ponad 130 osób, ale po prostu było cudownie i dziękuję naprawdę z serca.  Dziękuję wszystkim tym, którzy wzięli udział w tych spotkaniach.  Bardzo się cieszę. Tomasz Tomasiewicz ma urodziny.  O, Tomasz Tomasiewicz. Ale generalnie, bo dostałem wczoraj, otrzymałem w prezencie wczoraj, co?  Od wioli i od dziewczyn w Düsseldorfie dzwoneczek z Düsseldorfu i uwaga, to już na pewno oznacza, że wracamy do normalności,  bo pojawił się po miesiącu nieobecności, pojawił się na początku dzwoneczek, dzisiaj z napisem Düsseldorf.  Także zaczynamy.  Tydzień.  Dzień, miesiąc i dzień. Wodę oczywiście mam przygotowaną, nie przegotowaną, a przygotowaną.  Ojejko. I wszystko już mam nadzieję działa teraz, natomiast Agnieszka Olczak prosi o życzenia dla Adriana.  Ja nie wiem, jak Adrian ma nazwisko, ale dla niego najserdeczniejsze życzenia i Jakub Świderski.  Adrian jest miłością Agnieszki, a Jakub Świderski ma też dzisiaj...  Urodziny. Dobrze pamiętam, że ma 10 lat.  I oczywiście dla tych wszystkich, którzy mają dzisiaj urodziny, o których wiem, o których nie wiem, to dla nich  Happy Birthday to you.  Takie najlepsze życzenia.  Dobra, tak jeszcze wracając do tego, żeby przypadkiem nie narzekać,  to ten mój wyjazd miesięczny, bo dzisiaj dokładnie mija miesiąc.  Od dnia...",521.6,3, Happy Birthday to you.
H9RmlF7DZrw_clip_506_512,H9RmlF7DZrw,Zacznij od refleksji,https://www.youtube.com/watch?v=H9RmlF7DZrw&t=506s,"z czego jedno jest w Düsseldorfie, a drugie nie pamiętam nazwy tej miejscowości, musiałbym poszukać, ale gdzieś niedaleko Ziegen i wreszcie śpię dzisiaj w Dortmundzie w hotelu i jutro o godzinie 9 wylatuję do Pyrzowic już po 2 września,  bo wyleciałem z Polski nie o, tylko 2 sierpnia, czyli po dokładnie miesiącu nieobecności w Polsce wracam. To też dobra wiadomość.  I cóż mogę jeszcze powiedzieć? Woda była, teraz urodziny. Dobrze zwilżyć sobie ciepłą wodą gardło. Urodziny ma dzisiaj Ula Pietrzak, była z nami na Bali,  ale również Marcin Batalii.  Adam Babul i uwaga, żona Przemka Gawina, tylko jemu się chyba zapomniało napisać jej imię.  1 września 1987 roku urodziła się moja wspaniała żona, pisze Przemek, obecnie oficer Wojska Polskiego w stopniu porucznika, spadochroniarz, wielka pasjonatka w historii II wojny światowej  i w kończące się wakacje zorganizowała akcję Wielkiego Serca, kilkanaście dzieci z Domu Dziecka wraz z opiekinami pojechało nad Wybrzeże,  gdy ma żonę Morze Bałtyckie.  To jeżeli chodzi o urodziny i dla tych osób wszystkich, o których wiem i nie wiem,  happy birthday to you, jakoś tak dzisiaj nisko to zaśpiewałem, ale Adama chyba dzisiaj nie ma i on nie może tego ocenić.  No dobra, Zbigniew pisze, jest okej, tylko koszul kolorowych żal, jeszcze jutro nie będzie kolorowej koszuli, będzie jeszcze t-shirt mniej więcej w tym samym kolorze, bo mam jeszcze jeden czysty na jutro.  A reszta, część dzięki Andy Sikora, już część jest u niego, bo wszystko co tam prezenty i jakieś tam ciągle na tym ostatnim odcinku mi czegoś przybywało.",506.0,3," happy birthday to you, jakoś tak dzisiaj nisko to zaśpiewałem, ale Adama chyba dzisiaj nie ma i on nie może tego ocenić."
VK74G_85v08_clip_522_528,VK74G_85v08,Kto ma rację,https://www.youtube.com/watch?v=VK74G_85v08&t=522s,"powiedzonka, dzisiaj to co, pijemy tę kawę razem?  Albo wodę, też mam wodę, piję wodę dzielnie, żeby się nawadniać.  Już zdążyła troszkę wystygnąć, a jestem we trunkfurcie nad Menem,  tuż przy samym lotnisku, po prostu wczoraj już nie musiałem w ogóle  po wyjściu, po 11-godzinnym locie, wyszedłem tylko z samolotu,  przeszedłem na drugą stronę drogi i już byłem w hotelu.  Kiedyś może opowiem Ci, jakie to wrażenia, kiedy tak po takiej długim czasie  człowiek przyjeżdża do Europy, do miejsca, które od dzieciństwa się zna.  Dobrze, ja widziałem jeszcze, no generalnie wiem, że Ewelina Zawisla  ma dzisiaj urodziny, tak się pisze, to dostałem taką informację na maila.  Pamiętaj, żeby do mnie, jeżeli chcesz, żeby były urodziny, to pisz do mnie na maila.  Kontakt małpa klub555.pl, napisz, że masz urodziny, ja wtedy widzę,  Ewelina Zawisla ma urodziny dzisiaj. Z tego, co wiem, to będziemy się chyba dzisiaj  we frankfurcie widzieć, napisała, i dla Ciebie, dla Eweliny, i dla wszystkich tych,  którzy mają dzisiaj urodziny, najszczersze życzenia, a dla tych, co nie mają urodzin,  to też mam najszczersze życzenia. Jakoś tak mam dobrą energię, może dlatego,  że już jestem w Europie, a może dlatego, że po prostu tyle czasu spędziłem  w niezwykłych wręcz miejscach. Pewnie będzie mi to, te wspomnienia będą się  jakoś porządkować, będą wracać i będzie okej.  Happy birthday to you. No, życzenia. Długiego, pięknego, spełnionego,  szczęśliwego, bogatego, zdrowego, mądrego, dojrzałego, cudownego, wyjątkowego.  Życia dla wszystkich.  Dziękuję.",522.6800000000001,3," Happy birthday to you. No, życzenia. Długiego, pięknego, spełnionego,"
QbZ6l2BHFlY_clip_523_529,QbZ6l2BHFlY,Klub 555,https://www.youtube.com/watch?v=QbZ6l2BHFlY&t=523s,"zaproszenie na land za wspaniałą rozmowę do tej pory, ale tak naprawdę chciałbym,  żebyśmy porozmawiali na temat tego, żeby nasi klubowicze również dowiedzieli się  trochę więcej na temat Singapuru. Dla mnie to jest też pierwszy raz.  Jestem tutaj drugi dzień.  Chciałbym, żebyś nam opowiedziała troszeczkę, bo ty jesteś tu od kiedy?  Jestem tutaj od końca 2007 roku, czyli prawie 17 lat.  To już szmat czasu.  Absolutnie.  Na pewno masz bardzo dużo ciekawych rzeczy do opowiedzenia na temat Singapuru.  Musielibyśmy naprawdę poświęcić dużo więcej czasu.  Myślę, że te 20 minut będzie mało, ale czym się zajmujesz tutaj?  Aktualnie od pięciu lat pracuję w firmie IT.  Specjalizujemy się w usługach cloud, czyli chmura w języku polskim.  Nasza firma specjalizuje się w migracji danych do chmury właśnie.  Czyli wszystko to, co robimy tutaj,  normalnie to, co robisz na komputerze, może się okazać, że to Kasia właśnie  sprawia, że to wszystko jest tam gdzieś przechowywane.  Bez naszego udziału, trochę z naszym.  Dobrze.  Jesteś tu 17 lat.  Dobrze pamiętasz.  I teraz to szmat czasu.  Czy są takie rzeczy, za którymi tęsknisz do Polski?  Absolutnie.  Definitywnie rodzina, zdecydowanie przyjaciele.  Pozdrawiamy w ogóle.  Okazuje, że te życzenia, które ja wczoraj składałem, to jest również w pewnym sensie z Kasią powiązane.  Pozdrawiam rodzinę, tylko nie pamiętam teraz nazwiska.  Pozdrawiamy Darka Kierkowskiego, Katarzynę Kierkowską, również moją mamę Ulali, moją siostrę Annę.  Pozdrawiamy Kubę, który miał urodziny.  Tak, który urodziny ma osiemnaste.  Osiemnaste. Właśnie jemu śpiewałem dzisiaj Happy Birthday.  Czyli to jest to coś, co oczywiście rodzina wiadomo.  Ale są jeszcze jakieś rzeczy takie związane z polskością za czym tęsknić?  Zdecydowanie kultura, polska kultura, nasza europejska kultura zdecydowanie jest bardziej  piękna. Singapur jest piękna.",523.88,3, Osiemnaste. Właśnie jemu śpiewałem dzisiaj Happy Birthday.
GwU6IsJTfbY_clip_559_565,GwU6IsJTfbY,w Poszukiwaniu sensu życia,https://www.youtube.com/watch?v=GwU6IsJTfbY&t=559s,"którego teraz doświadczam.  Dobrze, moi drodzy, co mogę jeszcze powiedzieć?  Że oczywiście Jakub Kirkowski, czyli syn Kasi,  ma dzisiaj osiemnaste urodziny  i dla wszystkich tych, którzy mają urodziny,  o których nie wiem oczywiście, jak to zwykle,  happy birthday to you,  życzenia płynące z głębokiego serca.  Tak w ogóle to muszę Ci powiedzieć,  że powiem do Ciebie teraz.  Nawet jeżeli nie masz dzisiaj urodzin,  a pewnie większość nie ma,  to naprawdę dobrze Ci życzę.  Życzę Ci wspaniałego, pięknego, długiego życia.  I taki mam zamiar,  taki mam zamiar,  żeby dzielić się z Tobą moimi przemyśleniami,  moimi doświadczeniami,  spostrzeżeniami na temat tego,  jak można to zrobić,  jak żyć długo.  Nie wiem, czy mi się to uda.  Robię wszystko, żeby tak było.  Ale żeby żyć długo, pięknie, mądrze,  bogato, zdrowo, szczęśliwie,  prowadzić spełnione życie.  Tego Ci będę życzył.  Tego Cię będę namawiał.  Niezależnie od wszystkiego.  Swędzi mnie teraz nos.  Ale wiesz, kto wierzył w Gusła,  temu dupa uschło.  Niezależnie od wszystkiego.  Będę Cię namawiał do długiego, pięknego, spełnionego życia.  Nie będę Ci mówił,  nie będę Ci mówił, jak masz żyć.  Ale będę Ci mówił o skutecznych sposobach osiągania konkretnych rezultatów.  Jakie to będą rezultaty?  Oczywiście głównie zależy od Ciebie,  jakie Ty sobie wyznaczysz cele,  jaką wyznaczysz sobie misję swojego życia,  jaką będziesz miał wizję swojego życia,  jakie ono ma być,  bo na to nie mam kompletnie wpływu.",559.75,4," happy birthday to you,"
cZaxiDDBKSs_clip_528_534,cZaxiDDBKSs,Zacznij od zrozumienia,https://www.youtube.com/watch?v=cZaxiDDBKSs&t=528s,"Fred Feigl ma pięćdziesiąte urodziny i ciocia Maria Otemba też ma urodziny.  I w końcu babcia do snu napisała Fryderyk Końcu, jak wielu z nas, w szlafroku.  No tak, bo większość z Was może być jeszcze w szlafroku.  I czytałem jeszcze, że ktoś ma urodziny.  Do twarzy mi jest Dorota w szlafroku? No dobra.  I jeszcze widziałem, że ktoś mi tu zgłaszał urodziny.  Adam pisze, nie tylko muszki bzykają.  Tak myślę, że masz rację, że nie tylko muszki.  Ale też nie wiem, czy to tak naprawdę powinno się mówić, czy bzykają, czy bzyczą.  Może to zależy od tego, czy robią to teraz, czy w ogóle.  Ale to takie filozoficzne rozważania.  Widziałem, że ktoś jeszcze ma urodziny dzisiaj, ale mi to zniknęło.  Ale może mi się jeszcze uda znaleźć.  O, Katarzyna Dworszczak.  Ma dzisiaj urodziny. Dobra.  I uwaga, ponieważ nie byłem na żywo od kilku dni, więc tak.  Michał Graczyk ma jeszcze dzisiaj urodziny.  Monika Korczyńska ma dzisiaj urodziny.  Marzena Sikorska miała wczoraj urodziny.  Marzena Załęska przedwczoraj.  Paweł Kłus przedwczoraj.  I Patrycja Drozdowska i jej partner Mariusz.  Nie, Patrycja Drozdowska miała 24 urodziny.  Jej partner Mariusz jeszcze niedawno.  Taką informację otrzymałem.  I dla nich wszystkich, moi drodzy.  Ale nie tylko.  27 sierpnia urodził się nowy klubowicz Anatol Szwajgier.  Dla nich wszystkich z okazji urodzin.  Dla Anatola szczególnie, bo dopiero to są jego w ogóle takie zerowe urodziny chyba,  bo to na pewno nie pierwsze.  Dobra, kochani.  Więc dla nich wszystkich ze szczerego serca płynące  Happy Birthday to you.  Takie.  Długiego, pięknego, szczególnie dla Anatola,  długiego, pięknego, szczęśliwego życia.  Bo ten świat, muszę Ci powiedzieć, jest tak...",528.36,3, Happy Birthday to you.
